,fdd_var,fdd_desc,cohort
6387,T0464 C2 Blood Results,[C2 Blood results] Assay from Leeds: Haemoglobin as g/l (X10),caps
6388,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: Haemoglobin Viscocity (X10),caps
6389,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: Hct units???( X1000),caps
6390,T0464 C2 Blood Results,[C2 Blood results] Assay from Colin Bolton Bristol Lab: HDL cholesterol units??? (X100???),caps
6391,T0464 C2 Blood Results,[C2 Blood results] Assay from Colin Bolton Bristol Lab: HDL3 cholesterol units??? (X100???),caps
6392,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: Hgb units???( X10),caps
6393,T0464 C2 Blood Results,[C2 Blood results] Assay from Glasgow RI  units pg/ml.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6394,T0464 C2 Blood Results,[C2 Blood results] insulin pmol/l Of interest to John Yudkin.,caps
6395,T0464 C2 Blood Results,[C2 Blood results] intact proinsulin pmol/l Of interest to John Yudkin.,caps
6396,T0464 C2 Blood Results,[C2 Blood results] Assay from Leeds: Lead as g/l (X10). Reproducibility very poor. Dan Sharp refused to use.,caps
6397,T0464 C2 Blood Results,[C2 Blood results] Assay from Colin Bolton Bristol Lab: Liver alkaline phosohatase units???,caps
6398,T0464 C2 Blood Results,[C2 Blood results] Assay from Paul Durrington lab in Machester: Lp(a) as mg/l (X10),caps
6399,T0464 C2 Blood Results,[C2 Blood results] Assay from Cardiff Royal Infirmary:  Alpha2 macroglobulin units??? (X100). John Yarnell has a long standing interest.,caps
6400,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Magnesium erythrocyte units???,caps
6401,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: MCH units???( X10),caps
6402,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: MCHC units???( X10),caps
6403,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: MCV units???( X10),caps
6404,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Platelets: MPV units???( X10),caps
6405,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: P amplitude platelet leg in mm (X10),caps
6406,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: PAI-1 units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6407,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Batch number part1. coding uncertain??? text 4 chars wide,caps
6408,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Batch number part2. coding uncertain??? text 4 chars wide,caps
6409,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: Packed Cell Haemoglobin Viscocity (X10),caps
6410,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Platelets: Pct units???( X1000),caps
6411,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Platelets: PDW units???( X10),caps
6412,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Phosphate as mmol/l (X100),caps
6413,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: Plasma viscocity at 37 Celcius (X100),caps
6414,T0464 C2 Blood Results,[C2 Blood results] Assay from Cardiff Royal Infirmary:  Plasminogen units??? (X100). John Yarnell has a long standing interest.,caps
6415,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Platelets: PLT units???,caps
6416,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Potassium erythrocyte units???,caps
6417,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Potassium as mmol/l (X10),caps
6418,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Total protein as g/l,caps
6419,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: r clotting time in minutes (X10),caps
6420,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: RBC units???( X100),caps
6421,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Platelets: RDW units???( X10),caps
6422,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: Data from Dr Ubbink: Second homocysteine measurement units???.(X100)  Work done by Janet Pickering for P Elwood,caps
6423,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Serum calcium units???,caps
6424,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Serum magnesium units???,caps
6425,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Serum potassium units???,caps
6426,T0464 C2 Blood Results,[C2 Blood results] Data from Berlin: Lab unknown???: Serum sodium units???,caps
6427,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Sodium as mmol/l,caps
6428,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Special conditions ,caps
6429,T0464 C2 Blood Results,[id] The Unique number allocated to each subject in the study,caps
6430,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: T/At units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6431,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: Hb as g/dl  (X10). See important PMS note in Transfer notes 6 card C.,caps
6432,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: HCT units??? (X1000). See important PMS note in Transfer notes 6 card C.,caps
6433,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: MCH as pg (X10). See important PMS note in Transfer notes 6 card C.,caps
6434,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: MCHC as g/dl (X10). See important PMS note in Transfer notes 6 card C.,caps
6435,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: MCV as fl (X10). See important PMS note in Transfer notes 6 card C.,caps
6436,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: MPV as fl (X10). See important PMS note in Transfer notes 6 card C.,caps
6437,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: PCT units??? (X100). See important PMS note in Transfer notes 6 card C.,caps
6438,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: PDW units??? (X10). See important PMS note in Transfer notes 6 card C.,caps
6439,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: PLTS (x10^9)/6. See important PMS note in Transfer notes 6 card C.,caps
6440,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: Viscocity at 25 Celcius: PV units??? (X100). See important PMS note in Transfer notes 6 card C.,caps
6441,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: RBC (x10^12)/6 (X100). See important PMS note in Transfer notes 6 card C.,caps
6442,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: RDW units??? (X10). See important PMS note in Transfer notes 6 card C.,caps
6443,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???:  Viscocity at 25 Celcius: SV units??? (X100). See important PMS note in Transfer notes 6 card C.,caps
6444,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC (x10^9)/6 (X100). See important PMS note in Transfer notes 6 card C.,caps
6445,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: Baso (X10). See important PMS note in Transfer notes 6 card C.,caps
6446,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: Eos (X10). See important PMS note in Transfer notes 6 card C.,caps
6447,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: LUC (X10). See important PMS note in Transfer notes 6 card C.,caps
6448,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: Lymph (X10). See important PMS note in Transfer notes 6 card C.,caps
6449,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: Mono (X10). See important PMS note in Transfer notes 6 card C.,caps
6450,T0464 C2 Blood Results,[C2 Blood results] Technicon 6001:Assay from ???: WBC Differential per cent: Neut (X10). See important PMS note in Transfer notes 6 card C.,caps
6451,T0464 C2 Blood Results,[C2 Blood results] Platelet new : Assay from ???: Value1: Stypven time units??? (X10),caps
6452,T0464 C2 Blood Results,[C2 Blood results] Platelet new : Assay from ???: Value2: Stypven time units??? (X10),caps
6453,T0464 C2 Blood Results,[C2 Blood results] Assay from Colin Bolton Bristol Lab: Total alkaline phosphatase units???,caps
6454,T0464 C2 Blood Results,[C2 Blood results] Assay from Colin Bolton Bristol Lab: Total cholesterol units??? (X100???),caps
6455,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: tPA units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6456,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Triglyceride as mmol/l (X10),caps
6457,T0464 C2 Blood Results,[C2 Blood results] Assay from UWCM Biochemistry: Urea as mmol/l (X10),caps
6458,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: Factor VII units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6459,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: Factor VIII units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6460,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Visc units???( X100),caps
6461,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: vWF Activity units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6462,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: vWF Antigen units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6463,T0464 C2 Blood Results,[C2 Blood results] Assay from Frenchay: Coulter S Plus: WBC units???( X10),caps
6464,T0464 C2 Blood Results,[C2 Blood results] Platelet new : Assay from ???: Value1: Thrombin width at maximum recovery as cm (X10),caps
6465,T0464 C2 Blood Results,[C2 Blood results] Platelet new : Assay from ???: Value2: Thrombin width at maximum recovery as cm (X10),caps
6466,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X3 Haemoglobin Viscocity (X100),caps
6467,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X3 Packed Cell Haemoglobin Viscocity (X100),caps
6468,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X30 Haemoglobin Viscocity (X100),caps
6469,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X30 Packed Cell Haemoglobin Viscocity (X100),caps
6470,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X300 Haemoglobin Viscocity (X100),caps
6471,T0464 C2 Blood Results,[C2 Blood results] Resonance Thromboelastograph: Assay from ???: Whole Blood Viscocity: X300 Packed Cell Haemoglobin Viscocity (X100),caps
6472,T0464 C2 Blood Results,[C2 Blood results] Assay from ???: Factor XIIa units???.  Done by Gordon Lowe and Ann Rumley. Of central interest to J Yarnell.,caps
6473,T0465 C2 Blood Results Duplicates,[C2 Duplicate Blood results] Assay from BRI: Apolipoprotein Al as mg/dl,caps
6474,T0465 C2 Blood Results Duplicates,[C2 Duplicate Blood results] Assay from BRI: Apolipoprotein All as mg/dl,caps
6475,T0465 C2 Blood Results Duplicates,[C2 Duplicate Blood results] Assay from UWCM Biochemistry: Albumin as g/l,caps
6476,T0465 C2 Blood Results Duplicates,[C2 Duplicate Blood results] Assay from UWCM Biochemistry: Alkaline phosphotase as international units per litre(IU/l),caps
